,hedged
2025-10-28,314625.6160871554
2025-10-29,317714.17508526833
2025-10-30,306548.0835835486
2025-10-31,310049.5193647272
2025-11-03,313068.44758120517
2025-11-04,299368.4551334001
2025-11-05,302946.8416193757
2025-11-06,291501.75257521454
2025-11-07,288650.3881566182
2025-11-10,296110.5948424366
2025-11-11,294629.0912698823
2025-11-12,294203.7247909772
2025-11-13,286548.7821566229
2025-11-14,286201.72564086213
2025-11-17,284215.64461103035
2025-11-18,281655.9832468867
2025-11-19,282543.130275035
2025-11-20,278610.6712687028
2025-11-21,279594.6807660173
2025-11-24,283896.3074953504
2025-11-25,285342.7047870456
2025-11-26,287530.5136833965
2025-11-28,289652.38985324564
2025-12-01,288880.7873364907
2025-12-02,291290.5953272218
2025-12-03,292035.7643848727
2025-12-04,290591.4496957663
2025-12-05,293086.58994915104
2025-12-08,291731.96591066406
2025-12-09,291395.2065848108
2025-12-10,292617.90601193404
2025-12-11,291547.1892566782
2025-12-12,285224.6256484384
2025-12-15,283686.14289632963
2025-12-16,284265.8402703833
2025-12-17,278967.162225307
2025-12-18,282808.58107918705
2025-12-19,286216.755486441
2025-12-22,287382.18572287227
2025-12-23,288941.3985111259
2025-12-24,289835.60394803755
2025-12-26,289757.269747699
2025-12-29,288130.73666293913
2025-12-30,287369.9233705352
2025-12-31,284749.71713223326
2026-01-02,284075.6721725805
2026-01-05,286400.3792900398
2026-01-06,289007.2711728835
2026-01-07,289329.3202618268
2026-01-08,287506.5601080127
2026-01-09,290411.5415777943
2026-01-12,290805.1099649351
2026-01-13,290248.31126990815
2026-01-14,286777.2344735636
2026-01-15,288079.5695091694
2026-01-16,287548.196938113
2026-01-20,281340.31536190864
2026-01-21,284539.19742585806
2026-01-22,286384.8975183267
2026-01-23,287344.38377735706
2026-01-26,288631.2997137145
2026-01-27,291312.8358668961
2026-01-28,291119.26757815096
2026-01-29,289040.25136292144
2026-01-30,285309.841693406
2026-02-02,287364.9772377534
2026-02-03,282913.2419262857
2026-02-04,278399.40810605814
2026-02-05,275060.0552314352
2026-02-06,276802.91430669994
2026-02-09,277065.5142633492
2026-02-10,276843.9977126519
2026-02-11,276767.2853867003
2026-02-12,275716.47036024986
2026-02-13,276155.16661992617
2026-02-17,275929.06570931105
2026-02-18,277335.4394258496
2026-02-19,276569.01701171
2026-02-20,278370.3043893593
2026-02-23,275663.02185486647
2026-02-24,277698.04169592744
2026-02-25,280768.4376679315
2026-02-26,277610.358748274
2026-02-27,276612.0685409063
2026-03-02,276492.37437001534
2026-03-03,273999.2402077291
2026-03-04,276831.69584975194
2026-03-05,276407.16678014566
2026-03-06,273250.3624936248
2026-03-09,274476.0755055245
2026-03-10,274438.2945976077
2026-03-11,274391.6110199157
2026-03-12,271310.36689395434
2026-03-13,271299.3745293448
2026-03-16,271824.60552222916
2026-03-17,271909.00368427375
2026-03-18,270949.1561859829
2026-03-19,270746.81772375543
2026-03-20,269834.115712772
2026-03-23,270533.3930291064
2026-03-24,270368.7920267424
2026-03-25,270656.63773289544
2026-03-26,269680.775939337
2026-03-27,268819.91303329065
2026-03-30,268696.648596036
2026-03-31,270030.0058815197
2026-04-01,270355.88877977803
2026-04-02,270305.37224020326
2026-04-06,270669.0513160219
2026-04-07,270741.47861674323
2026-04-08,272609.6387501243
2026-04-09,274233.0955388589
2026-04-10,274623.6529127862
2026-04-13,277638.43237198424
2026-04-14,283220.73743316
2026-04-15,287783.8541534699
2026-04-16,289387.55121648364
2026-04-17,295224.8733158773
2026-04-20,293277.98010547564
2026-04-21,290678.111151074
2026-04-22,301239.6079159834
2026-04-23,297562.8772253577
2026-04-24,309942.8425855068
2026-04-27,310242.1400301769
2026-04-28,303353.20809593884
2026-04-29,307591.0472141973
2026-04-30,313754.0629259809
2026-05-01,320302.0294006207
2026-05-04,318847.226404616
2026-05-05,327842.55969702447
2026-05-06,342782.4898860648
2026-05-07,341940.7837385174
2026-05-08,359630.62306232535
2026-05-11,362084.3902815503
2026-05-12,354904.44792499713
2026-05-13,363083.5685818848
2026-05-14,369212.35399856936
2026-05-15,356276.3353849384
2026-05-18,352598.3235184136
2026-05-19,347611.69071920175
2026-05-20,360462.34158508293
2026-05-21,362197.92313730955
2026-05-22,365484.7244028324
