,vix,vix_ma,irx,irx_delta,curve_slope,spy_sma,spy_above_sma,qqq_mom,score_vix_level,score_vix_trend,score_rate_easing,score_trend,score_momentum,score_curve,composite
2019-09-03,19.65999984741211,18.856499910354614,1.909999966621399,-0.3049999475479126,-0.5709999799728394,252.2761543273926,1,0.004606689167685696,2,0,1,1,0,0,4.0
2019-09-04,17.329999923706055,18.71449990272522,1.9049999713897705,-0.315000057220459,-0.5899999141693115,252.40234703063965,1,0.017798654493279997,2,1,1,1,0,0,5.0
2019-09-05,16.270000457763672,18.553499937057495,1.9199999570846558,-0.29300010204315186,-0.4859999418258667,252.53307556152345,1,0.04090530170970563,2,1,1,1,0,0,5.0
2019-09-06,15.0,18.45799994468689,1.909999966621399,-0.2549999952316284,-0.4919999837875366,252.66167930603027,1,0.053478395428699255,2,1,1,1,1,0,6.0
2019-09-09,15.270000457763672,18.32300000190735,1.9079999923706055,-0.23200011253356934,-0.42900002002716064,252.81160514831544,1,0.06076146698510754,2,1,1,1,1,0,6.0
2019-09-10,15.199999809265137,18.02849998474121,1.9129999876022339,-0.2120000123977661,-0.3479999303817749,252.98341674804686,1,0.0617982627463145,2,1,1,1,1,0,6.0
2019-09-11,14.609999656677246,17.88299994468689,1.9129999876022339,-0.2250000238418579,-0.32099997997283936,253.16081146240234,1,0.06816998362643134,2,1,1,1,1,0,6.0
2019-09-12,14.220000267028809,17.488999938964845,1.8949999809265137,-0.27300000190734863,-0.24300003051757812,253.35080436706542,1,0.06441034295119685,2,1,1,1,1,0,6.0
2019-09-13,13.739999771118164,17.116999912261964,1.899999976158142,-0.2250000238418579,-0.14800000190734863,253.52094367980956,1,0.06374612616917652,2,1,1,1,1,0,6.0
2019-09-16,14.670000076293945,16.926999950408934,1.9450000524520874,-0.13300001621246338,-0.24400007724761963,253.682861328125,1,0.04780438081740801,2,1,1,1,0,0,5.0
2019-09-17,14.4399995803833,16.80499997138977,1.937999963760376,-0.11700010299682617,-0.27199995517730713,253.82066566467284,1,0.055923504828106596,2,1,1,1,1,0,6.0
2019-09-18,13.949999809265137,16.627499961853026,1.8799999952316284,-0.1780000925064087,-0.218999981880188,253.96196006774903,1,0.07090927390503987,2,1,1,1,1,0,6.0
2019-09-19,14.050000190734863,16.539999961853027,1.8830000162124634,-0.19999992847442627,-0.23500001430511475,254.09571800231933,1,0.06388881895888776,2,1,1,1,1,0,6.0
2019-09-20,15.319999694824219,16.47199993133545,1.850000023841858,-0.24299991130828857,-0.21600008010864258,254.20676513671876,1,0.05344096857673586,2,1,1,1,1,0,6.0
2019-09-23,14.90999984741211,16.223999881744383,1.8450000286102295,-0.24000000953674316,-0.2630000114440918,254.35784225463868,1,0.042380872874659525,2,1,1,1,0,0,5.0
2019-09-24,17.049999237060547,16.1104998588562,1.8799999952316284,-0.15500009059906006,-0.3689999580383301,254.5001071166992,1,0.034191703843360566,2,0,1,1,0,0,4.0
2019-09-25,15.960000038146973,15.89299988746643,1.8450000286102295,-0.2200000286102295,-0.2380000352859497,254.6782830810547,1,0.042900162714307966,2,0,1,1,0,0,4.0
2019-09-26,16.06999969482422,15.728999853134155,1.7699999809265137,-0.37800002098083496,-0.19700002670288086,254.85141059875488,1,0.03764909141050543,2,0,1,1,0,0,4.0
2019-09-27,17.219999313354492,15.69599986076355,1.7300000190734863,-0.4200000762939453,-0.17900002002716064,255.01699531555175,1,0.024049869136955504,2,0,1,1,0,0,4.0
2019-09-30,16.239999771118164,15.558999872207641,1.7699999809265137,-0.39300012588500977,-0.218999981880188,255.18288032531737,1,0.025117580626500047,2,0,1,1,0,0,4.0
2019-10-01,18.559999465942383,15.503999853134156,1.753000020980835,-0.4249999523162842,-0.2549999952316284,255.33311599731445,1,0.01697507925630104,2,0,1,1,0,0,4.0
2019-10-02,20.559999465942383,15.665499830245972,1.7350000143051147,-0.4599999189376831,-0.30500006675720215,255.4816438293457,1,-0.002551336740848509,1,0,1,1,0,0,3.0
2019-10-03,19.1200008392334,15.807999849319458,1.6649999618530273,-0.4650001525878906,-0.3229999542236328,255.66368461608886,1,0.010676082971272649,2,0,1,1,0,0,4.0
2019-10-04,17.040000915527344,15.909999895095826,1.6549999713897705,-0.44300007820129395,-0.3240000009536743,255.86484382629394,1,0.024456178060537015,2,0,1,1,0,0,4.0
2019-10-07,17.860000610351562,16.03949990272522,1.6729999780654907,-0.4169999361038208,-0.2869999408721924,256.0772592163086,1,0.041355419566270424,2,0,1,1,0,0,4.0
2019-10-08,20.280000686645508,16.29349994659424,1.6549999713897705,-0.43000006675720215,-0.2969999313354492,256.2872208404541,1,0.03845282266349215,1,0,1,1,0,0,3.0
2019-10-09,18.639999389648438,16.4949999332428,1.628000020980835,-0.47499990463256836,-0.218999981880188,256.5322206878662,1,0.0550317697488758,2,0,1,1,1,0,5.0
2019-10-10,17.56999969482422,16.66249990463257,1.6330000162124634,-0.43999993801116943,-0.156000018119812,256.81469879150393,1,0.05976963531086876,2,0,1,1,1,0,5.0
2019-10-11,15.579999923706055,16.754499912261963,1.6230000257492065,-0.38999998569488525,-0.04700005054473877,257.05790397644046,1,0.12279839512758373,2,1,1,1,1,0,6.0
2019-10-14,14.569999694824219,16.749499893188478,1.6180000305175781,-0.39499998092651367,-0.05900001525878906,257.2911328887939,1,0.1367799437217465,2,1,1,1,1,0,6.0
2019-10-15,13.539999961853027,16.704499912261962,1.6180000305175781,-0.4070000648498535,-0.01900005340576172,257.53911949157714,1,0.1200646510020511,2,1,1,1,1,0,6.0
2019-10-16,13.680000305175781,16.690999937057494,1.6150000095367432,-0.4179999828338623,-0.046000003814697266,257.7751922607422,1,0.13097601269966752,2,1,1,1,1,0,6.0
2019-10-17,13.789999961853027,16.677999925613403,1.625,-0.41499996185302734,-0.046000003814697266,258.0141007232666,1,0.10190729570667179,2,1,1,1,1,0,6.0
2019-10-18,14.25,16.62449994087219,1.625,-0.434999942779541,-0.06700003147125244,258.27382461547853,1,0.09088677025763925,2,1,1,1,1,0,6.0
2019-10-21,14.0,16.578999948501586,1.625,-0.437999963760376,-0.023000001907348633,258.5060507965088,1,0.12668037050657066,2,1,1,1,1,0,6.0
2019-10-22,14.460000038146973,16.449499988555907,1.6150000095367432,-0.434999942779541,-0.023000001907348633,258.72489685058594,1,0.11874180828625525,2,1,1,1,1,0,6.0
2019-10-23,14.010000228881836,16.35199999809265,1.6150000095367432,-0.4249999523162842,-0.029000043869018555,258.9369813537598,1,0.11516334568565512,2,1,1,1,1,0,6.0
2019-10-24,13.710000038146973,16.23400001525879,1.6230000257492065,-0.40699994564056396,-0.03600001335144043,259.1459118652344,1,0.13017123025356403,2,1,1,1,1,0,6.0
2019-10-25,12.649999618530273,16.005500030517577,1.625,-0.4049999713897705,0.001000046730041504,259.35635475158693,1,0.1938346358989107,2,1,1,1,1,1,6.0
2019-10-28,13.109999656677246,15.849000024795533,1.6050000190734863,-0.39499998092651367,0.06499993801116943,259.57407836914064,1,0.1652978455280938,2,1,1,1,1,1,6.0
2019-10-29,13.199999809265137,15.58100004196167,1.5950000286102295,-0.35799992084503174,0.06400001049041748,259.7984785461426,1,0.18680045409545643,2,1,1,1,1,1,6.0
2019-10-30,12.329999923706055,15.169500064849853,1.5950000286102295,-0.3999999761581421,0.0419999361038208,260.0138784790039,1,0.21761149952995784,2,1,1,1,1,1,6.0
2019-10-31,13.220000267028809,14.874500036239624,1.4980000257492065,-0.4700000286102295,0.02499997615814209,260.2227704620361,1,0.19841783834343785,2,1,1,1,1,1,6.0
2019-11-01,12.300000190734863,14.6375,1.4850000143051147,-0.48500001430511475,0.0690000057220459,260.43556030273436,1,0.18152997323034237,2,1,1,1,1,1,6.0
2019-11-04,12.829999923706055,14.385999965667725,1.503000020980835,-0.44700002670288086,0.10000002384185791,260.6382476043701,1,0.17336128043816168,2,1,1,1,1,1,6.0
2019-11-05,13.100000381469727,14.026999950408936,1.5180000066757202,-0.4099999666213989,0.15299999713897705,260.8555326080322,1,0.19258190230588834,2,1,1,1,1,1,6.0
2019-11-06,12.619999885559082,13.725999975204468,1.5149999856948853,-0.440000057220459,0.11300003528594971,261.0706694030762,1,0.19285884569480682,2,1,1,1,1,1,6.0
2019-11-07,12.729999542236328,13.483999967575073,1.5180000066757202,-0.38999998569488525,0.22200000286102295,261.2900889587402,1,0.18786081995785886,2,1,1,1,1,1,6.0
2019-11-08,12.069999694824219,13.308499956130982,1.5099999904632568,-0.3330000638961792,0.2239999771118164,261.50296424865724,1,0.1563306885673641,2,1,1,1,1,1,6.0
2019-11-11,12.6899995803833,13.214499950408936,1.5130000114440918,-0.309999942779541,0.2380000352859497,261.7222146606445,1,0.16219293827193582,2,1,1,1,1,1,6.0
2019-11-12,12.680000305175781,13.171499967575073,1.5329999923706055,-0.3200000524520874,0.18500006198883057,261.9459906768799,1,0.18552549306174626,2,1,1,1,1,1,6.0
2019-11-13,13.0,13.137499952316285,1.534999966621399,-0.36500000953674316,0.14300000667572021,262.1515214538574,1,0.22282098723782862,2,1,1,1,1,1,6.0
2019-11-14,13.050000190734863,13.100499963760376,1.527999997138977,-0.3999999761581421,0.09500002861022949,262.3485597229004,1,0.22082238600999404,2,1,1,1,1,1,6.0
2019-11-15,12.050000190734863,12.99049997329712,1.527999997138977,-0.4099999666213989,0.12199997901916504,262.5552004241943,1,0.23924723341495335,2,1,1,1,1,1,6.0
2019-11-18,12.460000038146973,12.913499975204468,1.5230000019073486,-0.3869999647140503,0.10199999809265137,262.7543663787842,1,0.21890101659446137,2,1,1,1,1,1,6.0
2019-11-19,12.859999656677246,12.833499956130982,1.524999976158142,-0.40799999237060547,0.09700000286102295,262.94801147460936,1,0.22500085542643333,2,0,1,1,1,1,6.0
2019-11-20,12.779999732971191,12.771999931335449,1.5199999809265137,-0.4229999780654907,0.06400001049041748,263.13799644470214,1,0.2585269784719897,2,0,1,1,1,1,6.0
2019-11-21,13.130000114440918,12.742999935150147,1.5299999713897705,-0.4100000858306885,0.08399999141693115,263.33736724853514,1,0.2786055899880775,2,0,1,1,1,1,6.0
2019-11-22,12.34000015258789,12.727499961853027,1.5429999828338623,-0.3970000743865967,0.08599996566772461,263.53839561462405,1,0.26977610923396056,2,1,1,1,1,1,6.0
2019-11-25,11.869999885559082,12.66549997329712,1.5449999570846558,-0.3880000114440918,0.0710000991821289,263.74970947265626,1,0.29417331319281215,2,1,1,1,1,1,6.0
2019-11-26,11.539999961853027,12.582499980926514,1.565000057220459,-0.34499990940093994,0.03099989891052246,263.94864562988283,1,0.2673512957388837,2,1,1,1,1,1,6.0
2019-11-27,11.75,12.553499984741212,1.565000057220459,-0.3399999141693115,0.06099998950958252,264.14995712280273,1,0.27191397169481246,2,1,1,1,1,1,6.0
2019-11-29,12.619999885559082,12.523499965667725,1.5399999618530273,-0.3799999952316284,0.08100008964538574,264.3486835479736,1,0.22663431891792896,2,0,1,1,1,1,6.0
2019-12-02,14.90999984741211,12.653999948501587,1.5379999876022339,-0.37199997901916504,0.12100005149841309,264.52186126708983,1,0.21804620947454745,2,0,1,1,1,1,6.0
2019-12-03,15.960000038146973,12.810499954223634,1.5379999876022339,-0.3700000047683716,-0.003999948501586914,264.68338249206545,1,0.19980023483324505,2,0,1,1,1,0,5.0
2019-12-04,14.800000190734863,12.89549994468689,1.4980000257492065,-0.41499996185302734,0.10799992084503174,264.85107765197756,1,0.18516397655846695,2,0,1,1,1,1,6.0
2019-12-05,14.520000457763672,12.99049997329712,1.4930000305175781,-0.41999995708465576,0.12999999523162842,265.0257585906982,1,0.23487170371629817,2,0,1,1,1,1,6.0
2019-12-06,13.619999885559082,13.034999990463257,1.4800000190734863,-0.41499996185302734,0.18900001049041748,265.20568588256833,1,0.23933302585291272,2,0,1,1,1,1,6.0
2019-12-09,15.859999656677246,13.224499988555909,1.4980000257492065,-0.40199995040893555,0.16999995708465576,265.3794075012207,1,0.27583310169436714,2,0,1,1,1,1,6.0
2019-12-10,15.680000305175781,13.374000024795532,1.5149999856948853,-0.43000006675720215,0.16600000858306885,265.5524341583252,1,0.2615594105577317,2,0,1,1,1,1,6.0
2019-12-11,14.989999771118164,13.48949999809265,1.5199999809265137,-0.4179999828338623,0.12000000476837158,265.73004547119143,1,0.2640554704850948,2,0,1,1,1,1,6.0
2019-12-12,13.9399995803833,13.536499977111816,1.5299999713897705,-0.3500000238418579,0.20399999618530273,265.92231117248537,1,0.2623795537742566,2,0,1,1,1,1,6.0
2019-12-13,12.630000114440918,13.51549997329712,1.5230000019073486,-0.36000001430511475,0.12999999523162842,266.1076378631592,1,0.26615298955540667,2,1,1,1,1,1,6.0
2019-12-16,12.140000343322754,13.519999980926514,1.524999976158142,-0.3250000476837158,0.19599997997283936,266.3074510192871,1,0.3107799643416589,2,1,1,1,1,1,6.0
2019-12-17,12.289999961853027,13.511499977111816,1.5299999713897705,-0.315000057220459,0.1830000877380371,266.5092866516113,1,0.34193936325920626,2,1,1,1,1,1,6.0
2019-12-18,12.579999923706055,13.497499990463258,1.5180000066757202,-0.3619999885559082,0.2200000286102295,266.71879219055177,1,0.3345720846017195,2,1,1,1,1,1,6.0
2019-12-19,12.5,13.483500003814697,1.5329999923706055,-0.312000036239624,0.18700003623962402,266.9446585083008,1,0.3767207005382254,2,1,1,1,1,1,6.0
2019-12-20,12.510000228881836,13.452500009536744,1.527999997138977,-0.24199998378753662,0.20099997520446777,267.17938789367673,1,0.4026017004066629,2,1,1,1,1,1,6.0
2019-12-23,12.609999656677246,13.465999984741211,1.5199999809265137,-0.21000003814697266,0.23399996757507324,267.39850822448733,1,0.45128703721885266,2,1,1,1,1,1,6.0
2019-12-24,12.670000076293945,13.505999994277953,1.5379999876022339,-0.23199999332427979,0.18599998950958252,267.6129662322998,1,0.48896423907070097,2,1,1,1,1,1,6.0
2019-12-26,12.649999618530273,13.561499977111817,1.534999966621399,-0.21800005435943604,0.19000005722045898,267.8269413757324,1,0.41382552307445675,2,1,1,1,1,1,6.0
2019-12-27,13.430000305175781,13.645499992370606,1.5180000066757202,-0.21700000762939453,0.15999996662139893,268.0413581085205,1,0.4071891650809001,2,1,1,1,1,1,6.0
2019-12-30,14.819999694824219,13.755499982833863,1.4900000095367432,-0.17499995231628418,0.19099998474121094,268.241411895752,1,0.39869796153535897,2,0,1,1,1,1,6.0
2019-12-31,13.779999732971191,13.698999977111816,1.5049999952316284,-0.1499999761581421,0.18799996376037598,268.4404357147217,1,0.3896151230750746,2,0,1,1,1,1,6.0
2020-01-02,12.470000267028809,13.524499988555908,1.4950000047683716,-0.17799997329711914,0.17599999904632568,268.6528977203369,1,0.40716264318560946,2,1,1,1,1,1,6.0
2020-01-03,14.020000457763672,13.485500001907349,1.4730000495910645,-0.18199992179870605,0.11299991607666016,268.8579479980469,1,0.4413626242110047,2,0,1,1,1,1,6.0
2020-01-06,13.850000381469727,13.451999998092651,1.4880000352859497,-0.13999998569488525,0.12299990653991699,269.05429504394533,1,0.39113145781734127,2,0,1,1,1,1,6.0
2020-01-07,13.789999961853027,13.460500001907349,1.5,-0.13300001621246338,0.11899995803833008,269.2711675262451,1,0.37457257006276334,2,0,1,1,1,1,6.0
2020-01-08,13.449999809265137,13.340000009536743,1.4930000305175781,-0.12999999523162842,0.17199993133544922,269.49684425354,1,0.37248915804634275,2,0,1,1,1,1,6.0
2020-01-09,12.539999961853027,13.182999992370606,1.5,-0.11800003051757812,0.1549999713897705,269.7232048797607,1,0.3729304851053692,2,1,1,1,1,1,6.0
2020-01-10,12.5600004196167,13.061500024795532,1.4980000257492065,-0.12000000476837158,0.1380000114440918,269.95189140319826,1,0.3655142200585335,2,1,1,1,1,1,6.0
2020-01-13,12.319999694824219,12.980500030517579,1.5099999904632568,-0.10500001907348633,0.14100003242492676,270.1860391998291,1,0.38633902370137285,2,1,1,1,1,1,6.0
2020-01-14,12.390000343322754,12.96850004196167,1.5299999713897705,-0.09500002861022949,0.09700000286102295,270.4099298095703,1,0.39319134349436524,2,1,1,1,1,1,6.0
2020-01-15,12.420000076293945,12.982500028610229,1.5080000162124634,-0.11699998378753662,0.09399998188018799,270.62211242675784,1,0.36706700784441404,2,1,1,1,1,1,6.0
2020-01-16,12.319999694824219,12.98400001525879,1.5180000066757202,-0.10699999332427979,0.10699999332427979,270.8461392211914,1,0.38042350684005877,2,1,1,1,1,1,6.0
2020-01-17,12.100000381469727,12.960000038146973,1.5230000019073486,-0.09200000762939453,0.10800004005432129,271.0728454589844,1,0.3764032639224455,2,1,1,1,1,1,6.0
2020-01-21,12.850000381469727,12.977500057220459,1.503000020980835,-0.1119999885559082,0.06999993324279785,271.2931587219238,1,0.36229937289917835,2,1,1,1,1,1,6.0
2020-01-22,12.90999984741211,12.997500038146972,1.5130000114440918,-0.11000001430511475,0.059999942779541016,271.50739334106447,1,0.3938178025260992,2,1,1,1,1,1,6.0
2020-01-23,12.979999542236328,13.016000032424927,1.5149999856948853,-0.11000001430511475,0.039999961853027344,271.7223742675781,1,0.39648973611686356,2,1,1,1,1,1,6.0
2020-01-24,14.5600004196167,13.110500049591064,1.4900000095367432,-0.11500000953674316,0.01100003719329834,271.9305403137207,1,0.3758286311136274,2,0,1,1,1,1,6.0
2020-01-27,18.229999542236328,13.389500045776368,1.5049999952316284,-0.09000003337860107,-0.0700000524520874,272.11021255493165,1,0.33150068837763547,2,0,1,1,1,0,5.0
2020-01-28,16.280000686645508,13.532000064849854,1.5299999713897705,-0.06500005722045898,-0.06400001049041748,272.3057362365723,1,0.36886073471624803,2,0,1,1,1,0,5.0
2020-01-29,16.389999389648438,13.610500049591064,1.5199999809265137,0.02199995517730713,-0.10299992561340332,272.49124252319336,1,0.38415538501379154,2,0,1,1,1,0,5.0
2020-01-30,15.489999771118164,13.696000051498412,1.527999997138977,0.042999982833862305,-0.14800000190734863,272.6824479675293,1,0.35462553410681386,2,0,1,1,1,0,5.0
2020-01-31,18.84000015258789,14.014500045776368,1.5099999904632568,0.006999969482421875,-0.18400001525878906,272.84560989379884,1,0.31348330830459514,2,0,1,1,1,0,5.0
2020-02-03,17.969999313354492,14.211999988555908,1.5180000066757202,0.0,-0.17499995231628418,273.0228901672363,1,0.338982616188092,2,0,1,1,1,0,5.0
2020-02-04,16.049999237060547,14.32199993133545,1.5379999876022339,0.023000001907348633,-0.11399996280670166,273.22017623901365,1,0.3528255756841616,2,0,1,1,1,0,5.0
2020-02-05,15.149999618530273,14.389999914169312,1.5199999809265137,0.001999974250793457,-0.059999942779541016,273.4336996459961,1,0.3453822012164638,2,0,1,1,1,0,5.0
2020-02-06,14.960000038146973,14.465499925613404,1.5299999713897705,0.019999980926513672,-0.06999993324279785,273.64058471679687,1,0.36105409526865917,2,0,1,1,1,0,5.0
2020-02-07,15.470000267028809,14.611999940872192,1.5180000066757202,0.004999995231628418,-0.11699998378753662,273.84226425170897,1,0.37364785783787435,2,0,1,1,1,0,5.0
2020-02-10,15.039999961853027,14.735999917984008,1.5199999809265137,-0.013000011444091797,-0.15299999713897705,274.05608642578125,1,0.3875279419434532,2,0,1,1,1,0,5.0
2020-02-11,15.180000305175781,14.878999948501587,1.5379999876022339,0.003000020980834961,-0.12699997425079346,274.2664326477051,1,0.38908488038641287,2,0,1,1,1,0,5.0
2020-02-12,13.739999771118164,14.946499919891357,1.534999966621399,0.006999969482421875,-0.08999991416931152,274.48457656860353,1,0.3821792907083248,2,1,1,1,1,0,6.0
2020-02-13,14.149999618530273,15.032999897003174,1.5449999570846558,0.01699995994567871,-0.10599994659423828,274.7004006958008,1,0.3794410954239187,2,1,1,1,1,0,6.0
2020-02-14,13.680000305175781,15.100999927520752,1.534999966621399,0.011999964714050293,-0.12099993228912354,274.9286465454102,1,0.3816940706390166,2,1,1,1,1,0,6.0
2020-02-18,14.829999923706055,15.237499904632568,1.534999966621399,0.009999990463256836,-0.1419999599456787,275.1557537841797,1,0.37643638862002615,2,1,1,1,1,0,6.0
2020-02-19,14.380000114440918,15.313999891281128,1.5429999828338623,0.023000001907348633,-0.13399994373321533,275.37738159179685,1,0.38688696484676255,2,1,1,1,1,0,6.0
2020-02-20,15.5600004196167,15.446499919891357,1.5379999876022339,0.008000016212463379,-0.1679999828338623,275.59810806274413,1,0.3742511190813802,2,0,1,1,1,0,5.0
2020-02-21,17.079999923706055,15.651499938964843,1.5180000066757202,-0.02499997615814209,-0.20000004768371582,275.82500427246094,1,0.35280065395225146,2,0,1,1,1,0,5.0
2020-02-24,25.030000686645508,16.174999952316284,1.503000020980835,-0.0419999361038208,-0.2849999666213989,276.00316497802737,1,0.2910774149781845,1,0,1,1,1,0,4.0
2020-02-25,27.850000381469727,16.655999994277956,1.4900000095367432,-0.07500004768371582,-0.33399999141693115,276.1406016540527,1,0.25141099273463396,1,0,1,1,1,0,4.0
2020-02-26,27.559999465942383,17.219999933242796,1.4780000448226929,-0.08700001239776611,-0.3450000286102295,276.26629760742185,1,0.256556883178757,1,0,1,1,1,0,4.0
2020-02-27,39.15999984741211,18.35849995613098,1.3949999809265137,-0.14499998092651367,-0.2879999876022339,276.3606788635254,0,0.1943922789343393,0,0,1,0,1,0,2.0
2020-02-28,40.11000061035156,19.589499998092652,1.2300000190734863,-0.30799996852874756,-0.31700003147125244,276.4379074859619,0,0.19808306385328978,0,0,1,0,1,0,2.0
2020-03-02,33.41999816894531,20.318499898910524,1.1349999904632568,-0.40299999713897705,-0.26999998092651367,276.56628440856935,1,0.2512388376909107,0,0,1,1,1,0,3.0
2020-03-03,36.81999969482422,21.26099991798401,0.9179999828338623,-0.5800000429153442,-0.1499999761581421,276.6423322296143,0,0.21090630157407553,0,0,1,0,1,0,2.0
2020-03-04,31.989999771118164,22.05799994468689,0.675000011920929,-0.8180000185966492,0.05399996042251587,276.7844214630127,1,0.2604886494886629,0,0,1,1,1,1,4.0
2020-03-05,39.619998931884766,23.281499910354615,0.5950000286102295,-0.8849999904632568,0.07799994945526123,276.8875032043457,0,0.229164072118893,0,0,1,0,1,1,3.0
2020-03-06,41.939998626708984,24.630499839782715,0.41499999165534973,-1.0830000340938568,0.1419999897480011,276.95620742797854,0,0.2234394876937531,0,0,1,0,1,1,3.0
2020-03-09,54.459999084472656,26.57999978065491,0.33000001311302185,-1.1849999725818634,0.0989999771118164,276.92272956848143,0,0.14018363165931502,0,0,1,0,1,1,3.0
2020-03-10,47.29999923706055,28.192999744415282,0.38999998569488525,-1.1299999952316284,0.22400003671646118,276.9698098754883,0,0.17777149409115212,0,0,1,0,1,1,3.0
2020-03-11,53.900001525878906,30.12899980545044,0.36800000071525574,-1.1619999706745148,0.289000004529953,276.9497632598877,0,0.12031872908164365,0,0,1,0,1,1,3.0
2020-03-12,75.47000122070312,33.21549987792969,0.27300000190734863,-1.25,0.37599998712539673,276.82161682128907,0,0.010006697164951062,0,0,1,0,0,1,2.0
2020-03-13,57.83000183105469,35.39949998855591,0.24300000071525574,-1.2819999754428864,0.4740000069141388,276.79885444641116,0,0.09742000574191279,0,0,1,0,1,1,3.0
2020-03-16,82.69000244140625,38.850000095367434,0.1850000023841858,-1.3449999690055847,0.3070000112056732,276.6380100250244,0,-0.04292023049325766,0,0,1,0,0,1,2.0
2020-03-17,75.91000366210938,41.9040002822876,0.16500000655651093,-1.3530000001192093,0.48499996960163116,276.5532746887207,0,0.027220003387856018,0,0,1,0,0,1,2.0
2020-03-18,76.44999694824219,45.007500123977664,0.003000000026077032,-1.5299999923445284,0.8169999928213656,276.413204498291,0,-0.007362093353451171,0,0,1,0,0,1,2.0
2020-03-19,72.0,47.829500102996825,-0.02800000086426735,-1.5559999980032444,0.676000002771616,276.2486197662354,0,-0.005347826807673872,0,0,1,0,0,1,2.0
2020-03-20,66.04000091552734,50.27750015258789,-0.032999999821186066,-1.5529999807476997,0.5529999807476997,276.02573097229003,0,-0.05902345196256942,0,0,1,0,0,1,2.0
2020-03-23,61.59000015258789,52.10550012588501,-0.03999999910593033,-1.5779999867081642,0.4350000098347664,275.7676667022705,0,-0.03719626787067065,0,0,1,0,0,1,2.0
2020-03-24,61.66999816894531,53.796500015258786,-0.032999999821186066,-1.567999966442585,0.5289999917149544,275.58960861206054,0,0.039339572209008855,0,0,1,0,0,1,2.0
2020-03-25,63.95000076293945,55.61600008010864,-0.07000000029802322,-1.5880000069737434,0.5910000279545784,275.4223351287842,0,0.026860551856195514,0,0,1,0,0,1,2.0
2020-03-26,61.0,56.708000087738036,-0.10499999672174454,-1.5950000062584877,0.5829999819397926,275.3216084289551,0,0.08792295948839812,0,0,1,0,1,1,3.0
2020-03-27,65.54000091552734,57.97950010299682,-0.057999998331069946,-1.5629999935626984,0.48399999737739563,275.1874206542969,0,0.04809073430065225,0,0,1,0,0,1,2.0
2020-03-30,57.08000183105469,59.16250028610229,0.013000000268220901,-1.4820000045001507,0.36499999091029167,275.0856995391846,0,0.07805097403403716,0,1,1,0,1,1,4.0
2020-03-31,53.540000915527344,59.99850034713745,0.029999999329447746,-1.4430000502616167,0.34500000067055225,274.96749435424806,0,0.05487076156520465,0,1,1,0,1,1,4.0
2020-04-01,57.060001373291016,61.252000427246095,0.06300000101327896,-1.4250000342726707,0.3059999868273735,274.79547790527346,0,0.0062358414073682145,0,1,1,0,0,1,3.0
2020-04-02,50.90999984741211,61.81650047302246,0.06499999761581421,-1.4350000023841858,0.32100000977516174,274.63592010498047,0,0.02079159374386297,0,1,1,0,0,1,3.0
2020-04-03,46.79999923706055,62.059500503540036,0.057999998331069946,-1.4350000321865082,0.30900001525878906,274.4566593170166,0,0.006687444563314715,0,1,1,0,0,1,3.0
2020-04-06,45.2400016784668,61.598500633239745,0.05999999865889549,-1.4400000013411045,0.3840000070631504,274.34140571594236,0,0.07311084916650423,0,1,1,0,1,1,4.0
2020-04-07,46.70000076293945,61.568500709533694,0.12800000607967377,-1.3700000196695328,0.35500000417232513,274.229330368042,0,0.06995073348898795,0,1,1,0,1,1,4.0
2020-04-08,43.349998474121094,61.041000556945804,0.1850000023841858,-1.324999988079071,0.28200000524520874,274.1597904968262,0,0.09651834115903268,0,1,1,0,1,1,4.0
2020-04-09,41.66999816894531,59.35100040435791,0.20999999344348907,-1.3199999779462814,0.20100001990795135,274.12245178222656,0,0.09224236363308314,0,1,1,0,1,1,4.0
2020-04-13,41.16999816894531,58.51800022125244,0.20000000298023224,-1.3080000132322311,0.23000000417232513,274.0747514343262,0,0.1066674830805121,0,1,1,0,1,1,4.0
2020-04-14,37.7599983215332,56.27150001525879,0.16500000655651093,-1.3530000001192093,0.2539999932050705,274.059755859375,0,0.14982641857347856,0,1,1,0,1,1,4.0
2020-04-15,40.84000015258789,54.51799983978272,0.11500000208616257,-1.407999999821186,0.223999984562397,274.010256652832,0,0.13645455054408728,0,1,1,0,1,1,4.0
2020-04-16,40.11000061035156,52.70100002288818,0.10999999940395355,-1.3930000215768814,0.23099999129772186,273.9548776245117,0,0.15321224892797436,0,1,1,0,1,1,4.0
2020-04-17,38.150001525878906,51.00850009918213,0.10300000011920929,-1.4100000113248825,0.26099999248981476,273.9306684875488,0,0.16020075606219297,0,1,1,0,1,1,4.0
2020-04-20,43.83000183105469,49.898000144958495,0.07000000029802322,-1.444999985396862,0.28199999779462814,273.8725210571289,0,0.1449906593283714,0,1,1,0,1,1,4.0
2020-04-21,45.40999984741211,49.089000129699706,0.09799999743700027,-1.392000012099743,0.23599999397993088,273.77661560058596,0,0.0996311239720915,0,1,1,0,1,1,4.0
2020-04-22,41.97999954223633,48.104500198364256,0.09300000220537186,-1.4119999930262566,0.2709999904036522,273.7159864807129,0,0.11804225581722294,0,1,1,0,1,1,4.0
2020-04-23,41.380001068115234,46.976000213623045,0.09300000220537186,-1.4369999691843987,0.2759999856352806,273.65358978271485,0,0.1191864569644756,0,1,1,0,1,1,4.0
