,equity
2022-10-10,150892.1841492614
2022-10-11,150747.12128025453
2022-10-12,150680.21287033756
2022-10-13,151363.9588892538
2022-10-14,150791.38265234913
2022-10-17,151460.03501030564
2022-10-18,151783.5169815878
2022-10-19,151616.42693492852
2022-10-20,151417.0622860957
2022-10-21,152065.09052148325
2022-10-24,152408.6800403357
2022-10-25,152856.48037855962
2022-10-26,152670.941422604
2022-10-27,152546.12079346896
2022-10-28,153999.70323359862
2022-10-31,153425.4393049394
2022-11-01,152900.05088634125
2022-11-02,151026.85851934727
2022-11-03,150069.18464460297
2022-11-04,151000.7810416963
2022-11-07,151308.47288586327
2022-11-08,151491.82802710586
2022-11-09,150880.86427608653
2022-11-10,152547.87780853707
2022-11-11,152873.42332004168
2022-11-14,152621.28990538878
2022-11-15,152910.8430025118
2022-11-16,152687.0859012431
2022-11-17,152968.64346901604
2022-11-18,153046.91113257917
2022-11-21,152610.44590347857
2022-11-22,153473.81562722923
2022-11-23,154082.05690031586
2022-11-25,153694.92465766298
2022-11-28,152646.97548411568
2022-11-29,152332.37220527497
2022-11-30,154662.86415062146
2022-12-01,154740.28062066025
2022-12-02,154500.34931673956
2022-12-05,153335.29633159956
2022-12-06,152251.23525002907
2022-12-07,152059.39451738552
2022-12-08,152510.5752580649
2022-12-09,152231.33233100304
2022-12-12,152861.34893855132
2022-12-13,153656.80324776392
2022-12-14,153340.27480771256
2022-12-15,151659.7867107574
2022-12-16,151215.24848604263
2022-12-19,150737.48593231165
2022-12-20,150683.97619516074
2022-12-21,151130.78835959095
2022-12-22,150738.36353913567
2022-12-23,150922.8508251202
2022-12-27,150830.05867132408
2022-12-28,150223.08326323662
2022-12-29,151028.96050519103
2022-12-30,150974.78035603027
2023-01-03,150875.84281242226
2023-01-04,151115.0472835622
2023-01-05,150810.91904018272
2023-01-06,151820.02562747026
2023-01-09,152021.68662093996
2023-01-10,152444.92700546363
2023-01-11,153265.56230936854
2023-01-12,153519.5562154248
2023-01-13,154100.32872754853
2023-01-17,154239.97952559363
2023-01-18,153321.6939864143
2023-01-19,152719.91556786036
2023-01-20,154107.24461730363
2023-01-23,155224.12737727526
2023-01-24,155165.41749124677
2023-01-25,155026.22161085127
2023-01-26,156273.25078003944
2023-01-27,156922.79949708498
2023-01-30,155473.99733111612
2023-01-31,156495.46681122988
2023-02-01,157909.09969542208
2023-02-02,160468.71886526875
2023-02-03,158931.54840632426
