,sleeve_equity
2022-12-08,120250.82473157009
2022-12-09,120466.13388981926
2022-12-12,119996.89536225336
2022-12-13,120990.68956217368
2022-12-14,120846.97598179153
2022-12-15,119815.9024881993
2022-12-16,120339.01270779804
2022-12-19,120189.65892945201
2022-12-20,121138.95594667169
2022-12-21,121040.07192908498
2022-12-22,120254.88450235396
2022-12-23,120444.22018602402
2022-12-27,120955.54684706347
2022-12-28,120690.76459306807
2022-12-29,121058.35800022229
2022-12-30,121368.75390683816
2023-01-03,121918.88942235662
2023-01-04,122535.40062529937
2023-01-05,121661.84930238285
2023-01-06,123001.29590965666
2023-01-09,123150.02459294409
2023-01-10,123443.05235104122
2023-01-11,123397.89785612836
2023-01-12,124305.39342326754
2023-01-13,125305.87953150712
2023-01-17,124759.72656200996
2023-01-18,124525.76560757509
2023-01-19,125862.22659393577
2023-01-20,125591.60367832237
2023-01-23,125770.0036656968
2023-01-24,126105.32682180649
2023-01-25,126531.83129324639
2023-01-26,125707.87882304277
2023-01-27,125587.60136159003
2023-01-30,125361.01764380673
2023-01-31,125696.35418433734
2023-02-01,126846.78315163148
2023-02-02,124944.50294842909
2023-02-03,122703.0362616039
2023-02-06,122905.91476161838
2023-02-07,122985.4087094808
2023-02-08,123185.34861569648
2023-02-09,122578.3926389777
2023-02-10,122733.82920857702
2023-02-13,122349.87214366691
2023-02-14,122416.20856121126
2023-02-15,121650.15786459812
2023-02-16,121588.66090899093
2023-02-17,121801.95966894925
2023-02-21,121556.64984394268
2023-02-22,121183.73914439495
2023-02-23,121162.75814279018
2023-02-24,120714.38595731914
2023-02-27,120973.42515742306
2023-02-28,121273.7752727659
2023-03-01,121653.2428886102
2023-03-02,121626.38236527488
2023-03-03,122325.71365182241
2023-03-06,121989.3161143169
2023-03-07,120791.4516235111
2023-03-08,120770.54264969379
2023-03-09,121354.66429119332
2023-03-10,122631.26702168418
2023-03-13,124076.22789977495
2023-03-14,123656.89346198188
2023-03-15,124264.35683120837
2023-03-16,124429.04224810103
2023-03-17,126763.21017788224
2023-03-20,126788.4617815904
2023-03-21,125078.74509786878
2023-03-22,126538.03250758866
2023-03-23,127633.96844851642
2023-03-24,126583.07822931648
2023-03-27,125726.43074295571
2023-03-28,126445.20111850253
2023-03-29,126024.11642159759
2023-03-30,126808.3265099166
2023-03-31,126338.3256642314
2023-04-03,127001.72398869153
2023-04-04,128720.30252794939
2023-04-05,128652.24156253778
2023-04-06,127991.84577919243
2023-04-10,127311.54461072668
2023-04-11,127900.64503349486
2023-04-12,128360.39744126619
2023-04-13,129626.4489188393
2023-04-14,127960.84529563301
2023-04-17,127554.57492849596
2023-04-18,127919.82212844027
2023-04-19,127483.86912620853
2023-04-20,127854.19428310177
2023-04-21,126945.28003118535
2023-04-24,127230.93125065904
2023-04-25,127705.61726029974
2023-04-26,127209.83788540488
2023-04-27,127221.78724558899
2023-04-28,127253.67256582843
2023-05-01,126847.4436740781
2023-05-02,128621.20965485844
2023-05-03,129419.66118713157
2023-05-04,130147.4332522476
2023-05-05,128555.07851890326
2023-05-08,128684.06118807034
2023-05-09,129402.90966086878
2023-05-10,129263.82516512816
2023-05-11,128400.7654773201
2023-05-12,128234.74968373333
2023-05-15,128454.84722159173
2023-05-16,127205.62077641158
2023-05-17,126868.06540183733
2023-05-18,125597.28544147813
2023-05-19,126524.00373525065
2023-05-22,126310.80081566733
2023-05-23,126429.85121950993
2023-05-24,125680.02609485899
2023-05-25,124820.73519300546
2023-05-26,125175.23444664993
2023-05-30,125696.69105383019
2023-05-31,125830.9274319461
2023-06-01,126528.67524745461
2023-06-02,125238.5864925982
2023-06-05,125768.64750656905
2023-06-06,125872.30546196435
2023-06-07,124831.21873567306
2023-06-08,125979.08207317845
2023-06-09,125752.17958936427
2023-06-12,125683.34362977283
2023-06-13,125049.29812516307
2023-06-14,125132.12811530959
2023-06-15,125714.61300968517
2023-06-16,125585.09017642046
2023-06-20,124680.9510087474
2023-06-21,124547.83918348668
2023-06-22,123759.59711949178
2023-06-23,123988.05737562093
2023-06-26,124135.90819247198
2023-06-27,123777.68203517796
2023-06-28,123603.13039016536
2023-06-29,123497.93759567227
2023-06-30,124010.11669953502
2023-07-03,124105.0909818038
2023-07-05,123846.74210157184
2023-07-06,123631.05689350024
2023-07-07,124207.16516339945
2023-07-10,124289.63807193158
2023-07-11,124607.76078485578
2023-07-12,125738.86948163506
2023-07-13,125807.41816980728
2023-07-14,125527.51738017984
2023-07-17,125599.29197729853
2023-07-18,126636.97883830991
2023-07-19,126659.26753473424
2023-07-20,126206.04427494855
2023-07-21,125936.08057529907
2023-07-24,125557.1606160824
2023-07-25,126064.88379496735
2023-07-26,126513.18545526273
2023-07-27,125094.10971874447
2023-07-28,125804.51755146301
2023-07-31,126043.92801158388
2023-08-01,125161.05357875393
2023-08-02,124763.88905125923
2023-08-03,124739.2849773184
2023-08-04,125035.55601508115
2023-08-07,124864.16326149018
2023-08-08,124370.7254300017
2023-08-09,124005.25601616291
2023-08-10,123950.43340269156
2023-08-11,123961.23981947926
2023-08-14,123752.33893059348
2023-08-15,123571.93316058221
2023-08-16,123190.70598111744
2023-08-17,123098.7627453174
2023-08-18,123121.96674873713
2023-08-21,123317.91070231539
2023-08-22,123440.9323497976
2023-08-23,124139.77940865426
2023-08-24,124140.48888180792
2023-08-25,124055.49072551975
2023-08-28,124278.00211627263
2023-08-29,125011.59651100358
2023-08-30,125209.19297958138
2023-08-31,125085.78739816131
2023-09-01,125134.96119114588
2023-09-05,124499.76776083349
2023-09-06,124154.11432279677
2023-09-07,124252.77540904845
2023-09-08,124288.2339151754
2023-09-11,124435.75296123239
2023-09-12,124064.58647735302
2023-09-13,123905.06854743793
2023-09-14,123953.02795302312
2023-09-15,124449.11655792687
2023-09-18,124895.4213965639
2023-09-19,124825.12363305563
2023-09-20,124892.25963777327
2023-09-21,124326.36350568144
2023-09-22,124588.27028604678
2023-09-25,124190.58262984807
2023-09-26,123583.74542088616
2023-09-27,122682.6462459598
2023-09-28,122346.87663462923
2023-09-29,121663.66782113098
2023-10-02,120994.60312725249
2023-10-03,120836.74768579933
2023-10-04,120843.35941610191
2023-10-05,120757.04407250232
2023-10-06,121036.99067372936
2023-10-09,121978.06329166271
2023-10-10,121925.83787882321
2023-10-11,122372.6733363689
2023-10-12,122182.45110975474
2023-10-13,124249.3966163813
2023-10-16,123944.61092545051
2023-10-17,124095.35700120291
2023-10-18,125204.5959251565
2023-10-19,126219.32255318682
2023-10-20,126458.4988450488
2023-10-23,126169.96688185327
2023-10-24,126168.50767130134
2023-10-25,126545.07401683481
2023-10-26,126691.97862971615
2023-10-27,127724.04718495416
2023-10-30,127216.67082359569
2023-10-31,126713.7876940956
2023-11-01,126428.04565849714
2023-11-02,126743.1637240646
2023-11-03,127088.53852492318
2023-11-06,126368.46614926321
2023-11-07,125983.34476390446
2023-11-08,125138.59629330123
2023-11-09,125478.82592180482
2023-11-10,124596.89892600974
2023-11-13,125020.05314824484
2023-11-14,125701.91748232051
2023-11-15,125512.09507680291
2023-11-16,126377.46575433566
2023-11-17,126371.05384099498
2023-11-20,126248.01578956816
2023-11-21,127131.54506663891
2023-11-22,126766.92536904814
2023-11-24,127224.34546555256
2023-11-27,127817.36979072337
2023-11-28,128990.31257587855
2023-11-29,129141.31748598855
2023-11-30,128750.49430884968
2023-12-01,130399.18383343404
2023-12-04,128316.28354695845
2023-12-05,127976.40409155376
2023-12-06,128310.6653890179
2023-12-07,128465.37203114969
2023-12-08,127287.58830551888
2023-12-11,126344.9811513578
2023-12-12,126316.34071105102
2023-12-13,128090.85997024395
2023-12-14,128561.39441811609
2023-12-15,127755.70112526735
2023-12-18,128163.85671870598
2023-12-19,128774.31566590385
2023-12-20,128297.99623969101
2023-12-21,128931.98461398928
2023-12-22,129335.42117442042
2023-12-26,130025.84032590286
2023-12-27,130467.24334357306
2023-12-28,129912.27893320388
2023-12-29,129768.74942746456
2024-01-02,129549.90628202181
2024-01-03,128759.07909343847
2024-01-04,128850.67137889468
2024-01-05,128873.08454015455
2024-01-08,128192.65624422827
2024-01-09,128229.02282950937
2024-01-10,128053.03142170556
2024-01-11,128224.79855137184
2024-01-12,129041.25007849952
2024-01-16,128261.29064884015
2024-01-17,127362.92832445727
2024-01-18,127999.83210965208
2024-01-19,128233.56354973555
2024-01-22,127960.31566433859
2024-01-23,128281.93347992291
2024-01-24,127630.00865583745
2024-01-25,127959.72077120532
2024-01-26,127918.5653219102
2024-01-29,128458.29512555897
2024-01-30,128548.85041330142
2024-01-31,128499.9471130681
2024-02-01,129336.43348002952
2024-02-02,128599.54546648715
2024-02-05,128124.88875838075
2024-02-06,128546.56768630663
2024-02-07,128535.65035943038
2024-02-08,128469.39264584497
2024-02-09,128154.29487826943
2024-02-12,127945.84146476848
2024-02-13,126808.72113194363
2024-02-14,126759.9313909431
2024-02-15,127266.23659828579
2024-02-16,127548.85100863953
2024-02-20,127996.43224305374
2024-02-21,128010.6319572261
2024-02-22,128054.73583740715
2024-02-23,128516.83474002764
2024-02-26,128358.67048181308
2024-02-27,128275.95532339162
2024-02-28,128440.32599070878
2024-02-29,128892.97035997757
2024-03-01,130539.88298593798
2024-03-04,132040.75988214556
2024-03-05,132622.42530699814
2024-03-06,133468.99805920117
2024-03-07,134061.42313281386
2024-03-08,134965.66871625502
2024-03-11,135174.19554628653
2024-03-12,133963.44989611514
2024-03-13,134738.6113407159
2024-03-14,134281.52235445264
2024-03-15,133938.2606352971
2024-03-18,134113.06231253495
2024-03-19,133997.62229728457
2024-03-20,135180.83015309734
2024-03-21,135082.36063081765
2024-03-22,134252.16148758653
2024-03-25,134597.14963865126
2024-03-26,134931.94657392675
2024-03-27,135675.3977098193
2024-03-28,137004.06234270157
2024-04-01,138044.86703620804
2024-04-02,139684.2535827706
2024-04-03,140719.01458721323
2024-04-04,140048.72028080182
2024-04-05,142056.48569784363
2024-04-08,142802.6949043935
2024-04-09,143465.91783253435
2024-04-10,142330.85011071796
2024-04-11,144654.0522760617
2024-04-12,143048.6778990972
2024-04-15,145299.93591450868
2024-04-16,145454.1244382655
2024-04-17,144521.55867391595
2024-04-18,144957.68795302842
2024-04-19,145359.22929874973
2024-04-22,142215.07076946698
2024-04-23,141913.22984574645
2024-04-24,141686.3511854946
2024-04-25,142428.0591891473
2024-04-26,142835.36805021804
2024-04-29,142585.42031153897
2024-04-30,140104.27962030927
2024-05-01,141187.24511075323
2024-05-02,140832.3225620675
2024-05-03,140744.6905593813
2024-05-06,141971.76195311223
2024-05-07,141436.80909805128
2024-05-08,141098.24069366502
2024-05-09,142941.76922328322
2024-05-10,143907.00912747253
2024-05-13,142575.58718692505
2024-05-14,143579.0115334947
2024-05-15,145111.59050325042
2024-05-16,144643.46016562794
2024-05-17,146712.2469611495
2024-05-20,147228.21350657602
2024-05-21,147031.85328790327
2024-05-22,144605.2826304197
2024-05-23,142019.48834654587
2024-05-24,142173.08738710464
2024-05-28,143440.50026468575
2024-05-29,142315.78886452172
2024-05-30,142548.47404997563
2024-05-31,141846.55589930748
2024-06-03,142919.26126294516
2024-06-04,141839.0550014267
2024-06-05,143262.23491025993
2024-06-06,144162.47602198002
2024-06-07,139811.17618333764
2024-06-10,140895.00024426077
2024-06-11,141238.93815967263
2024-06-12,141560.63895321486
2024-06-13,140591.69936464156
2024-06-14,142131.7059721871
2024-06-17,141513.24267842897
2024-06-18,141996.27124952996
2024-06-20,143497.3391619089
2024-06-21,141621.60312451576
2024-06-24,142099.0499389793
2024-06-25,141508.37369147086
2024-06-26,140411.47561385896
2024-06-27,141756.77821991785
2024-06-28,141772.49037738156
2024-07-01,142088.61447596995
2024-07-02,142087.6355641801
2024-07-03,143444.06876696573
2024-07-05,145084.21042815348
2024-07-08,143533.09564464004
2024-07-09,143750.2493189538
2024-07-10,144215.54231061373
2024-07-11,146463.9010952879
2024-07-12,146386.75357418344
2024-07-15,146805.86532646412
2024-07-16,149383.1146910892
2024-07-17,148775.08614199283
2024-07-18,147942.01278591313
2024-07-19,145608.61985668342
2024-07-22,145652.6565289708
2024-07-23,146106.38843071717
2024-07-24,145659.92133170567
2024-07-25,143661.20207038935
2024-07-26,144966.25428838618
2024-07-29,144803.41837871488
2024-07-30,146001.06341873892
2024-07-31,148190.61013001998
2024-08-01,147737.95522815984
2024-08-02,147493.96121623737
2024-08-05,145850.737925236
2024-08-06,144829.3928016112
2024-08-07,144778.67257963412
2024-08-08,146691.73610320294
2024-08-09,146999.76373072097
2024-08-12,149173.41124858338
2024-08-13,148976.8534484356
2024-08-14,147916.2478296285
2024-08-15,148326.2340856493
2024-08-16,151236.78830519642
2024-08-19,151060.6919502896
2024-08-20,151572.529596267
2024-08-21,151389.20224810322
2024-08-22,149725.70234313438
2024-08-23,151316.18959767176
2024-08-26,151762.07060685675
2024-08-27,152142.04149798644
2024-08-28,151161.67951312155
2024-08-29,151883.20284250003
2024-08-30,150890.8526237167
2024-09-03,150294.01696985774
2024-09-04,150366.38466779448
2024-09-05,151482.48248884472
2024-09-06,150488.9001656712
2024-09-09,151054.36700541657
2024-09-10,151648.79759759043
2024-09-11,151437.58541295386
2024-09-12,153805.51808855322
2024-09-13,155170.75279699062
2024-09-16,155158.85270693753
2024-09-17,154363.2721640827
2024-09-18,153259.5131506851
2024-09-19,155473.14945773943
2024-09-20,157312.1319597497
2024-09-23,157598.10574118004
2024-09-24,159648.5481266012
2024-09-25,159445.043441329
2024-09-26,160202.33235273836
2024-09-27,159019.91096548148
2024-09-30,157837.4867920744
2024-10-01,159380.33471656474
2024-10-02,159412.50036892755
2024-10-03,159311.722255656
2024-10-04,159017.5700954514
2024-10-07,158517.9860177203
2024-10-08,157432.2681062384
2024-10-09,156636.60822030972
2024-10-10,157708.1446396599
2024-10-11,159311.4307983535
2024-10-14,159071.69384753064
2024-10-15,159587.28716594892
2024-10-16,160332.50518025216
2024-10-17,161228.79510153047
2024-10-18,162826.0371048406
2024-10-21,162797.79010423663
2024-10-22,164437.328245602
2024-10-23,162590.22610428103
2024-10-24,163758.43843041002
2024-10-25,164074.6199669451
2024-10-28,164082.6281572438
2024-10-29,165752.36769934004
2024-10-30,166606.34739251903
2024-10-31,164197.25505237392
2024-11-01,163570.75416920593
2024-11-04,163790.21432566483
2024-11-05,164136.57427588783
2024-11-06,159485.62830835828
2024-11-07,161874.43062334007
2024-11-08,160855.15420889572
2024-11-11,157340.23108551026
2024-11-12,156108.8958238294
2024-11-13,154711.03836276333
2024-11-14,154344.31316120873
2024-11-15,154113.92601784854
2024-11-18,156627.52827775243
2024-11-19,157836.07793508391
2024-11-20,158604.0293338784
2024-11-21,159753.04649788045
2024-11-22,161595.51338928618
2024-11-25,157341.08811020644
2024-11-26,157615.94708866335
2024-11-27,157931.29577944297
2024-11-29,159149.01514226187
2024-12-02,157908.30912651232
2024-12-03,158214.3688716887
2024-12-04,158631.04870386407
2024-12-05,157625.05265416397
2024-12-06,157679.0650666441
2024-12-09,159027.39703767706
2024-12-10,160833.2076754086
2024-12-11,162190.00294715576
2024-12-12,160066.00206215633
2024-12-13,158340.77341336105
2024-12-16,158696.17098181695
2024-12-17,158180.53999297935
2024-12-18,155597.7838458391
2024-12-19,155789.57168391097
2024-12-20,157094.32069202285
2024-12-23,156506.96808713238
2024-12-24,156761.70076968442
2024-12-26,157614.19825237847
2024-12-27,156751.34338760911
2024-12-30,156356.28225966482
2024-12-31,157141.1825904016
2025-01-02,158856.5666665066
2025-01-03,157833.15642560367
2025-01-06,157674.84715060954
2025-01-07,158421.72699314877
2025-01-08,159130.68299369077
2025-01-10,160408.77641220682
2025-01-13,159074.28334671192
2025-01-14,159777.83130241127
2025-01-15,160784.9193910026
2025-01-16,161721.53325453945
2025-01-17,160994.39722524438
2025-01-21,163170.67673217366
2025-01-22,163905.8992540695
2025-01-23,163706.71903134286
2025-01-24,164599.57039113142
2025-01-27,163105.68478026032
2025-01-28,164341.8931680882
2025-01-29,163793.68370573042
2025-01-30,165964.3285086511
2025-01-31,166242.26128721933
2025-02-03,167050.69144993118
2025-02-04,168548.21604933613
2025-02-05,169502.65733122383
2025-02-06,169096.41249569767
2025-02-07,169373.43502052204
2025-02-10,171986.38936934952
2025-02-11,171408.07214598617
2025-02-12,171579.3185230105
2025-02-13,173180.67927773987
2025-02-14,170746.19857952214
2025-02-18,173420.15752010758
2025-02-19,173512.61962444958
2025-02-20,173599.01809623756
2025-02-21,173449.08790700653
2025-02-24,174341.4479531898
2025-02-25,172167.52887504204
2025-02-26,172417.5424568813
2025-02-27,169934.56733615464
2025-02-28,168930.19528259756
2025-03-03,170999.67469373165
2025-03-04,172361.79054780665
2025-03-05,172692.42832375865
2025-03-06,171891.9716930171
2025-03-07,171976.47427724057
2025-03-10,170601.6639273517
2025-03-11,172432.62178390034
2025-03-12,173120.75249505692
2025-03-13,175936.32049819254
2025-03-14,176003.22075878477
2025-03-17,176878.91150038835
2025-03-18,178774.3316706204
2025-03-19,179450.74955976423
2025-03-20,179267.1609497603
2025-03-21,177896.1787821951
2025-03-24,177144.62624680778
2025-03-25,177886.95453590152
2025-03-26,177748.7326115398
2025-03-27,180015.32047205797
2025-03-28,181285.97443842352
2025-03-31,183765.1106660327
2025-04-01,183420.42360761788
2025-04-02,183780.1758910922
2025-04-03,182724.99604110065
2025-04-04,178657.7323377827
2025-04-07,175120.84986766893
2025-04-08,175995.39880088367
2025-04-09,181956.10297931524
2025-04-10,186038.06697743706
2025-04-11,189306.45382172804
2025-04-14,188327.31459161305
2025-04-15,189270.29385121338
2025-04-16,195158.1643330944
2025-04-17,194339.46249802544
2025-04-21,200093.68894942402
2025-04-22,197373.5754833462
2025-04-23,192843.18719205423
2025-04-24,195529.65295765875
2025-04-25,193502.0710190019
2025-04-28,196139.92354514785
2025-04-29,194312.8007086405
2025-04-30,192923.0628485748
2025-05-01,189091.26563777705
2025-05-02,189408.56009531877
2025-05-05,194816.52230143317
2025-05-06,200042.24840657113
2025-05-07,197170.26771672902
2025-05-08,193453.9025233492
2025-05-09,194797.83087976658
2025-05-12,189544.54460195755
2025-05-13,190317.46319450912
2025-05-14,186491.7804816934
2025-05-15,189336.20741495147
2025-05-16,187150.6988142429
2025-05-19,189454.46340087702
2025-05-20,192827.37995579402
2025-05-21,194189.563393136
2025-05-22,192544.6948933722
2025-05-23,196579.77809985183
2025-05-27,193391.9246661509
2025-05-28,192974.16597832198
2025-05-29,194069.0320684048
2025-05-30,192849.42445585682
2025-06-02,197753.19960801653
2025-06-03,196077.9652231516
2025-06-04,197288.2581278562
2025-06-05,196335.92858545674
2025-06-06,193816.3085099717
2025-06-09,194692.4949982412
2025-06-10,194748.58381445077
2025-06-11,195758.42295755804
2025-06-12,198086.50029269067
2025-06-13,200572.51252161164
2025-06-16,197834.1944125244
2025-06-17,197932.81509290973
2025-06-18,196913.6665253001
2025-06-20,196836.10516346467
2025-06-23,197414.6040071007
2025-06-24,194445.43311302477
2025-06-25,195011.78515824451
2025-06-26,194806.64757636227
2025-06-27,191430.46990287837
2025-06-30,193624.86739543016
2025-07-01,195278.61595624973
2025-07-02,196312.75440673268
2025-07-03,195032.39827598885
2025-07-07,195173.52857406146
2025-07-08,193224.9495052609
2025-07-09,194052.53806341693
2025-07-10,194467.06233797106
2025-07-11,196254.47548844665
2025-07-14,195569.44320715137
2025-07-15,194793.28997619075
2025-07-16,195699.56557091093
2025-07-17,195308.2468974807
2025-07-18,195780.84909619694
2025-07-21,198568.9087818138
2025-07-22,200316.7699380584
2025-07-23,198015.48154904778
2025-07-24,196895.4506899059
2025-07-25,195211.25114634825
2025-07-28,194044.21714083402
2025-07-29,194540.31667856936
2025-07-30,191433.90561164124
2025-07-31,192644.93226157918
2025-08-01,196129.99189267962
2025-08-04,197152.80976465516
2025-08-05,197301.61791289187
2025-08-06,196917.88227803845
2025-08-07,198453.62178978787
2025-08-08,198415.1509349023
2025-08-11,195784.20563122697
2025-08-12,195622.84971423648
2025-08-13,196175.442121656
2025-08-14,195030.92016032434
2025-08-15,195138.73790919123
2025-08-18,194860.33380134703
2025-08-19,193879.6608750268
2025-08-20,195669.0551307405
2025-08-21,195071.64198420988
2025-08-22,196923.52061207232
2025-08-25,196505.83708406074
2025-08-26,197773.4601864248
2025-08-27,198131.01931265238
2025-08-28,199437.94200424774
2025-08-29,201149.3490422843
2025-09-02,205476.64404366686
2025-09-03,206965.79448120028
2025-09-04,206122.943592637
2025-09-05,208667.27327422547
2025-09-08,210888.57120737655
2025-09-09,210431.86711531822
2025-09-10,211156.62709969145
2025-09-11,210856.65237969087
2025-09-12,211255.9020454406
2025-09-15,213361.00605985505
2025-09-16,213772.29502592364
2025-09-17,212194.42000400054
2025-09-18,211382.05892865997
2025-09-19,213529.34541396998
2025-09-22,217069.04749587667
2025-09-23,217920.35349346293
2025-09-24,216029.02530441905
2025-09-25,216892.3842708645
2025-09-26,218093.30676645873
2025-09-29,221542.59038286374
2025-09-30,223358.3516032038
2025-10-01,223697.29266952554
2025-10-02,222951.24059885414
2025-10-03,224670.55033163176
2025-10-06,228734.6614019851
2025-10-07,229869.280328806
2025-10-08,233511.43433396623
2025-10-09,229371.7385587114
2025-10-10,231597.38261331696
2025-10-13,237005.69488451083
2025-10-14,238634.5948623605
2025-10-15,242614.32623846148
2025-10-16,248076.88878225352
2025-10-17,243581.5425847589
2025-10-20,252118.26850718548
2025-10-21,236501.6566485821
2025-10-22,236527.1411774169
2025-10-23,237438.7116427089
2025-10-24,236674.5413406437
2025-10-27,230340.716190397
2025-10-28,228756.75149704705
2025-10-29,227926.26043867224
2025-10-30,232225.42131371493
2025-10-31,231015.1908518032
2025-11-03,231414.3722864283
2025-11-04,227521.79981818146
2025-11-05,230048.8150114922
2025-11-06,229784.96272890587
2025-11-07,231136.54268072027
2025-11-10,237207.88403844123
2025-11-11,238107.38801412017
2025-11-12,241797.7580677161
2025-11-13,239918.46210734788
2025-11-14,235754.63737185276
2025-11-17,233158.03795307325
2025-11-18,234786.9138013276
2025-11-19,235155.96729024028
2025-11-20,235091.0383606941
2025-11-21,234742.78585271916
2025-11-24,238318.63102509518
2025-11-25,238247.6354074598
2025-11-26,240081.44033707457
2025-11-28,242952.0322769879
2025-12-01,244080.56635212406
2025-12-02,242568.9278425116
2025-12-03,242353.26968766242
2025-12-04,242505.28414609726
2025-12-05,242090.67749031927
2025-12-08,241477.15905129316
2025-12-09,242671.96236431904
2025-12-10,243667.8622502353
2025-12-11,246194.80985824775
2025-12-12,247522.22589423478
2025-12-15,247740.4984628837
2025-12-16,247796.05084826567
2025-12-17,249846.78183632408
2025-12-18,249414.06915961488
2025-12-19,249686.58918474684
2025-12-22,255239.47044341982
2025-12-23,258501.78597913973
2025-12-24,257472.3125820055
2025-12-26,260372.96772165337
2025-12-29,249439.87070308853
2025-12-30,249615.969311474
2025-12-31,248062.08002756612
2026-01-02,249250.84518581638
2026-01-05,255569.25354447926
2026-01-06,258234.8028917753
2026-01-07,255855.12229115103
2026-01-08,257218.6689403439
2026-01-09,259016.23226716832
2026-01-12,263695.07687689055
2026-01-13,263334.6938838852
2026-01-14,265933.9639368995
2026-01-15,264362.0011401276
2026-01-16,263133.6467170737
2026-01-20,272743.22929138114
2026-01-21,276584.2260137704
2026-01-22,281522.28944191034
2026-01-23,285266.8456566833
2026-01-26,289306.7736809734
2026-01-27,296179.7457003422
2026-01-28,307308.328491311
2026-01-29,308117.3565130997
2026-01-30,276997.7407392811
2026-02-02,265916.0056601968
2026-02-03,282806.1137811024
2026-02-04,282607.15204867476
2026-02-05,275088.7549463809
2026-02-06,283533.8205135271
2026-02-09,290728.93490514916
2026-02-10,287849.70319797966
2026-02-11,291102.1466444539
2026-02-12,281002.98151430825
2026-02-13,287986.642588217
2026-02-17,279019.2903475494
2026-02-18,285287.80150799407
2026-02-19,286083.84018378356
2026-02-20,291718.0480069456
2026-02-23,299591.00153146946
2026-02-24,295443.14409602614
2026-02-25,294703.1751463191
2026-02-26,297228.0191616681
2026-02-27,301127.19664650003
2026-03-02,305013.94339687546
2026-03-03,291419.85640340415
2026-03-04,293695.9362426669
2026-03-05,290169.97065955837
2026-03-06,294759.43679543555
2026-03-09,294150.0366676058
2026-03-10,297464.6523501262
2026-03-11,296457.26383706665
2026-03-12,290636.5863774496
2026-03-13,286880.51208917354
2026-03-16,286625.5844019836
2026-03-17,285904.2521819653
2026-03-18,276868.48433801817
2026-03-19,265469.60770053975
2026-03-20,257745.17134586483
2026-03-23,252199.12893494032
2026-03-24,252165.91981050753
2026-03-25,258919.4779935356
2026-03-26,250032.71998753527
2026-03-27,257857.42552061426
2026-03-30,257634.1491859746
2026-03-31,266641.42987409147
2026-04-01,270960.2154399131
2026-04-02,266318.5150961807
2026-04-06,265266.855191646
2026-04-07,267757.1191247008
2026-04-08,269385.83321719593
2026-04-09,271409.4191551218
2026-04-10,270944.08913694695
2026-04-13,269886.43616926495
2026-04-14,275709.20417914836
2026-04-15,272940.44219157204
2026-04-16,272714.43647292483
2026-04-17,276215.81803234824
2026-04-20,273919.71073487704
2026-04-21,266430.4019146041
2026-04-22,269861.21954777883
2026-04-23,267460.35493430553
2026-04-24,268722.4372044395
2026-04-27,266811.49330680823
2026-04-28,262268.67699383275
2026-04-29,259692.45277960438
2026-04-30,263132.55327493744
2026-05-01,262872.979590526
2026-05-04,258221.0811033595
2026-05-05,260223.505048068
2026-05-06,266907.9958723572
2026-05-07,267158.7704966719
2026-05-08,268331.3238115656
2026-05-11,268827.15852146305
2026-05-12,267868.8845423185
2026-05-13,266513.53479998605
2026-05-14,264677.1984977864
2026-05-15,259132.88198563433
2026-05-18,259824.20861241722
2026-05-19,256229.08905008633
2026-05-20,259170.3153037965
2026-05-21,258974.60874288925
2026-05-22,257411.74574391296
