,EW
2023-07-28,139148.37691409793
2023-07-31,139315.1339368716
2023-08-01,138613.3539862488
2023-08-02,137232.3589835373
2023-08-03,136761.88289634846
2023-08-04,136877.0995111944
2023-08-07,137058.7978547716
2023-08-08,136668.00278206295
2023-08-09,136148.83402320027
2023-08-10,135992.38940799577
2023-08-11,135711.5473119771
2023-08-14,136103.27411155758
2023-08-15,135528.6748255539
2023-08-16,134875.50007834818
2023-08-17,134381.87695287727
2023-08-18,134358.86261646776
2023-08-21,134864.60586594132
2023-08-22,134915.71358865555
2023-08-23,136014.21163192473
2023-08-24,135031.06324422173
2023-08-25,135356.7209568975
2023-08-28,135751.5480803638
2023-08-29,137117.18392987188
2023-08-30,137461.49777420302
2023-08-31,137633.45854159188
2023-09-01,137414.7110717753
2023-09-05,137078.71773291662
2023-09-06,136544.10988474762
2023-09-07,136267.04672242506
2023-09-08,136387.2701233856
2023-09-11,136918.5481067214
2023-09-12,136330.47557363898
2023-09-13,136434.89731280936
2023-09-14,136740.24692836567
2023-09-15,135988.04173755102
2023-09-18,136268.87429731147
2023-09-19,136067.0637490961
2023-09-20,135454.82501514716
2023-09-21,134093.92600862542
2023-09-22,134315.13057882804
2023-09-25,134113.80650280646
2023-09-26,133300.67503137514
2023-09-27,133023.09603319402
2023-09-28,133220.8879399644
2023-09-29,132986.2512642402
2023-10-02,132909.24953511325
2023-10-03,131974.8200362417
2023-10-04,132578.2223088669
2023-10-05,132402.95703887523
2023-10-06,133018.9851233609
2023-10-09,133784.59362747875
2023-10-10,133998.65362528083
2023-10-11,134635.13898243028
2023-10-12,134127.84326516138
2023-10-13,134493.29353107006
2023-10-16,134712.1931644231
2023-10-17,134599.2589970758
2023-10-18,134298.4881144895
2023-10-19,134160.95095089183
2023-10-20,133756.80770445892
2023-10-23,133863.7185301516
2023-10-24,134323.56850138278
2023-10-25,133328.59742333696
2023-10-26,132868.6322612366
2023-10-27,133368.25879680357
2023-10-30,133500.27694019597
2023-10-31,133474.87316021783
2023-11-01,134253.03232969396
2023-11-02,135320.82918006665
2023-11-03,136059.8610456378
2023-11-06,135913.10574733256
2023-11-07,136433.52411146782
2023-11-08,136389.49971008455
2023-11-09,135773.34181077877
2023-11-10,136720.22970916625
2023-11-13,136685.6236902592
2023-11-14,138366.118644164
2023-11-15,138208.19468356855
2023-11-16,138706.38380369512
2023-11-17,138788.06424358473
2023-11-20,139484.39013501827
2023-11-21,139459.0891489605
2023-11-22,139604.7458229308
2023-11-24,139530.80969205158
2023-11-27,139912.79436942717
2023-11-28,140517.08583828367
2023-11-29,140721.6976078262
2023-11-30,140280.0412764402
2023-12-01,141332.03103738782
2023-12-04,140058.59517877505
2023-12-05,140410.50760509647
2023-12-06,140525.77083586765
2023-12-07,141115.7634957275
2023-12-08,140710.55016851585
2023-12-11,140722.65147104635
2023-12-12,141554.78274414246
2023-12-13,143811.56029793527
2023-12-14,144462.56065642185
2023-12-15,144617.02493045892
2023-12-18,145271.73421900603
2023-12-19,146155.95167819294
2023-12-20,144614.1270718572
2023-12-21,145785.30545757464
2023-12-22,145944.45283968883
2023-12-26,146875.4211069937
2023-12-27,147691.6414435943
2023-12-28,147195.04560904065
2023-12-29,146416.18189997418
2024-01-02,144513.36805614745
2024-01-03,143324.66301954055
2024-01-04,142436.84638458854
2024-01-05,142293.4751400118
2024-01-08,144036.8451177756
2024-01-09,144144.93688616538
2024-01-10,144618.62311664398
2024-01-11,144980.41549134988
2024-01-12,145291.98513971048
2024-01-16,144552.9660861255
2024-01-17,143607.32611425713
2024-01-18,144970.05608280675
2024-01-19,146971.55242465698
2024-01-22,147113.59142718196
2024-01-23,147510.35838626287
2024-01-24,147748.6926030214
2024-01-25,148112.92610139877
2024-01-26,147393.48436922758
2024-01-29,148894.33716095035
2024-01-30,148438.60380556856
2024-01-31,146692.3040909197
2024-02-01,148532.27008841766
2024-02-02,149164.56997571973
2024-02-05,148286.72035064135
2024-02-06,148459.20866414727
2024-02-07,149350.51455473885
2024-02-08,149347.38832383812
2024-02-09,150206.6549916393
2024-02-12,149730.0076910927
2024-02-13,147204.99712524095
2024-02-14,148329.37894062424
2024-02-15,148905.03452092432
2024-02-16,147960.259953996
2024-02-20,147377.07945254835
2024-02-21,146827.02778299566
2024-02-22,149734.14597932826
2024-02-23,149855.65815662054
2024-02-26,149672.75468039786
2024-02-27,149717.50084506324
2024-02-28,149332.8004343877
2024-02-29,150545.8757306286
2024-03-01,152985.01665327596
2024-03-04,153042.00209952812
2024-03-05,151610.02642569854
2024-03-06,152786.1464280761
2024-03-07,154542.9303771227
2024-03-08,153258.22215710147
2024-03-11,152927.33926462202
2024-03-12,153661.33612143656
2024-03-13,152986.24779278855
2024-03-14,152151.96478862298
2024-03-15,150714.0111919521
2024-03-18,151700.57904837752
2024-03-19,151993.09329683898
2024-03-20,153783.03750245436
2024-03-21,154305.08042408674
2024-03-22,154279.14433889565
2024-03-25,153908.51475936038
2024-03-26,153740.10678665232
2024-03-27,154602.4868859374
2024-03-28,154870.57233003995
2024-04-01,155027.54211589938
2024-04-02,154486.3843981265
2024-04-03,155101.02560602265
2024-04-04,153267.76429982152
2024-04-05,154900.12645225748
2024-04-08,155205.50134636796
2024-04-09,155998.00470797028
2024-04-10,154195.0861663475
2024-04-11,156634.49292259297
2024-04-12,154354.83692259665
2024-04-15,153434.2643821058
2024-04-16,153386.99412789592
2024-04-17,152127.81968027898
2024-04-18,152003.5904607429
2024-04-19,151367.47341039518
2024-04-22,150550.82600554015
2024-04-23,151105.17939622857
2024-04-24,151056.65117737232
2024-04-25,150965.90236388159
2024-04-26,151989.46533416744
2024-04-29,152242.04317474487
2024-04-30,150145.9117250222
2024-05-01,150277.61972803256
2024-05-02,150902.7756714193
2024-05-03,152274.26210235865
2024-05-06,154052.197944717
2024-05-07,153974.7502324775
2024-05-08,153669.44553357165
2024-05-09,154647.5361710164
2024-05-10,155157.69370166044
2024-05-13,155011.90524037287
2024-05-14,156252.2801868352
2024-05-15,158954.13755102007
2024-05-16,158509.60149123677
2024-05-17,159000.14511979086
2024-05-20,159969.92109634768
2024-05-21,160247.94424280862
2024-05-22,159395.84225376495
2024-05-23,157769.49652017836
2024-05-24,159025.73749471572
2024-05-28,159589.75538250664
2024-05-29,158016.03667919186
2024-05-30,157153.893650067
2024-05-31,157006.17195752537
2024-06-03,158076.31013578287
2024-06-04,158224.45416752365
2024-06-05,161088.78683661413
2024-06-06,161344.99357302653
2024-06-07,159100.9136846596
2024-06-10,159754.48266924772
2024-06-11,160943.42531468722
2024-06-12,162788.16545574626
2024-06-13,163432.65347253619
2024-06-14,164801.73095300148
2024-06-17,165610.8451079134
2024-06-18,166092.39642823726
2024-06-20,165507.77024836166
2024-06-21,164472.43688613106
2024-06-24,163483.42688644334
2024-06-25,164572.46645839134
2024-06-26,163983.2901094614
2024-06-27,164886.0058097749
2024-06-28,163766.70985994383
2024-07-01,164030.68081329844
2024-07-02,165471.17288093115
2024-07-03,167269.0192050797
2024-07-05,169295.6922925327
2024-07-08,169032.23104098954
2024-07-09,169081.2670789256
2024-07-10,170588.59416771156
2024-07-11,169081.46862049564
2024-07-12,169811.48353648622
2024-07-15,169914.2102279442
2024-07-16,171361.42415256475
2024-07-17,167740.58550119604
2024-07-18,166761.6088886676
2024-07-19,165219.44296529435
2024-07-22,165826.03660123487
2024-07-23,165805.07619890693
2024-07-24,163578.10751996835
2024-07-25,162598.08063035598
2024-07-26,163695.70728957118
2024-07-29,163837.0965120549
2024-07-30,163832.36611404037
2024-07-31,166215.16069266168
2024-08-01,165218.21815657304
2024-08-02,165146.90428357437
2024-08-05,163454.85308785026
2024-08-06,162346.5411074658
2024-08-07,161701.89464207937
2024-08-08,162879.33856631655
2024-08-09,163560.6109551382
2024-08-12,164572.93091388023
2024-08-13,165704.7530808557
2024-08-14,165561.30739976597
2024-08-15,166649.45644113992
2024-08-16,167950.85413303488
2024-08-19,168814.73029540599
2024-08-20,169211.1055740082
2024-08-21,169446.67765923377
2024-08-22,167473.0773548742
2024-08-23,168932.95356464855
2024-08-26,168456.7484032672
2024-08-27,168695.87632701432
2024-08-28,167664.03994540023
2024-08-29,167717.7154843764
2024-08-30,167579.48031939252
2024-09-03,166144.23615811268
2024-09-04,166449.8865203386
2024-09-05,167122.5809514379
2024-09-06,165753.18770794803
2024-09-09,166575.40217056574
2024-09-10,167423.9154549162
2024-09-11,168176.97619430814
2024-09-12,169320.8938164447
2024-09-13,170157.20171478757
2024-09-16,170345.45137769936
2024-09-17,169861.14329851224
2024-09-18,168688.68838942918
2024-09-19,170667.3738434498
2024-09-20,171072.33256495942
2024-09-23,171236.51866375716
2024-09-24,172272.80066161454
2024-09-25,171936.2996057443
2024-09-26,172743.33033036144
2024-09-27,172176.34832872887
2024-09-30,171715.8594552941
2024-10-01,171724.53104896852
2024-10-02,171450.19069233126
2024-10-03,170974.66629172667
2024-10-04,170949.05199575782
2024-10-07,169861.8192652501
2024-10-08,170257.3133753481
2024-10-09,170142.40687455086
2024-10-10,170342.35339636085
2024-10-11,170833.10509000148
2024-10-14,171220.14330415684
2024-10-15,171048.2460382299
2024-10-16,171462.8568364921
2024-10-17,171263.13642229993
2024-10-18,172195.29533808396
2024-10-21,171687.95624879244
2024-10-22,172394.39132287825
2024-10-23,170660.51390149852
2024-10-24,171791.40324863087
2024-10-25,172079.70402017806
2024-10-28,172022.12496594503
2024-10-29,173249.65351447498
2024-10-30,173181.40244092798
2024-10-31,170804.10826487088
2024-11-01,170494.61491078572
2024-11-04,170941.85826399486
2024-11-05,171987.641886177
2024-11-06,171086.350013963
2024-11-07,174127.1940742407
2024-11-08,174271.0262187662
2024-11-11,172806.3060557305
2024-11-12,171622.01493819803
2024-11-13,170669.46542339248
2024-11-14,169661.93893657287
2024-11-15,166881.46369003184
2024-11-18,168283.9365054429
2024-11-19,169333.02869142225
2024-11-20,169491.1159188057
2024-11-21,170127.64792560908
2024-11-22,170883.1965706371
2024-11-25,170218.48555874068
2024-11-26,170575.2939586506
2024-11-27,170384.09959758632
2024-11-29,171730.744151974
2024-12-02,172099.4550932491
2024-12-03,172538.59550565796
2024-12-04,174781.5928157207
2024-12-05,174087.52280320015
2024-12-06,175416.22236846964
2024-12-09,174432.1487775388
2024-12-10,174403.6912108826
2024-12-11,177116.43095516867
2024-12-12,175007.2254709333
2024-12-13,175141.2613414862
2024-12-16,177492.84975922556
2024-12-17,176686.60016942138
2024-12-18,170258.02336899049
2024-12-19,169891.13490225826
2024-12-20,170636.8196665213
2024-12-23,170803.13512161237
2024-12-24,172490.85756111678
2024-12-26,172714.47825915567
2024-12-27,170293.73907146708
2024-12-30,168469.0247651973
2024-12-31,168149.4747936144
2025-01-02,168712.32627305167
2025-01-03,169217.32143512776
2025-01-06,169775.4244297882
2025-01-07,168720.57592755026
2025-01-08,169027.7774563327
2025-01-10,168435.32358444034
2025-01-13,167762.8089697333
2025-01-14,167937.17824900046
2025-01-15,169854.426925736
2025-01-16,169815.75599738368
2025-01-17,170628.79827499125
2025-01-21,171961.72820479987
2025-01-22,172991.55742779563
2025-01-23,172900.63290132736
2025-01-24,172901.03497914848
2025-01-27,170597.94866987027
2025-01-28,171900.3003412005
2025-01-29,171533.85285800058
2025-01-30,172676.9684031878
2025-01-31,172513.8202625863
2025-02-03,172483.64089900025
2025-02-04,173775.05322329648
2025-02-05,174753.45439345593
2025-02-06,174927.3125021683
2025-02-07,174057.56793127273
2025-02-10,175616.90133978103
2025-02-11,175112.8067071726
2025-02-12,174879.230366153
2025-02-13,176724.1176966203
2025-02-14,176255.42611093377
2025-02-18,177038.09868536633
2025-02-19,177109.66070720018
2025-02-20,176966.6605454035
2025-02-21,175832.43618969084
2025-02-24,175634.08217725193
2025-02-25,174707.4097828869
2025-02-26,175097.66462559957
2025-02-27,172746.5770797054
2025-02-28,173391.5607986974
2025-03-03,173321.9847343548
2025-03-04,173031.60248168928
2025-03-05,173092.02188292315
2025-03-06,172444.64068620407
2025-03-07,172504.2581520808
2025-03-10,171905.86871786637
2025-03-11,172224.29399387777
2025-03-12,172374.5407182041
2025-03-13,173381.94080569004
2025-03-14,173547.22801544386
2025-03-17,174103.86724729632
2025-03-18,174622.89821746323
2025-03-19,175178.13657238736
2025-03-20,175106.54891568312
2025-03-21,174481.21232571444
2025-03-24,174248.49238114269
2025-03-25,174543.13635286535
2025-03-26,174119.82294541708
2025-03-27,174773.449074525
2025-03-28,175215.00863185377
2025-03-31,176379.88606673552
2025-04-01,176551.80596618503
2025-04-02,176730.68819023605
2025-04-03,175762.39424480058
2025-04-04,174073.38552768662
2025-04-07,171825.9102037346
2025-04-08,171415.79496815908
2025-04-09,174217.92185735272
2025-04-10,174446.73339204115
2025-04-11,175745.11925609058
2025-04-14,175680.86588697892
2025-04-15,176061.8266190529
2025-04-16,177854.05080063688
2025-04-17,177390.8653619116
2025-04-21,178530.92265388145
2025-04-22,178107.4573746355
2025-04-23,177046.90132868703
2025-04-24,178450.02396149287
2025-04-25,178097.23961149488
2025-04-28,179126.00109915316
2025-04-29,179150.30835031148
2025-04-30,178466.9602072701
2025-05-01,177544.30178113235
2025-05-02,177915.64189204611
2025-05-05,179249.8332847922
2025-05-06,180545.22048426495
2025-05-07,179931.91650069624
2025-05-08,178875.4324114467
2025-05-09,179312.24968726846
2025-05-12,179113.31087648383
2025-05-13,180096.85514776857
2025-05-14,179112.8243545536
2025-05-15,180270.99570562455
2025-05-16,179908.9899244198
2025-05-19,180631.21748089453
2025-05-20,181326.67704656682
2025-05-21,180551.41831149062
2025-05-22,180223.99784488283
2025-05-23,181054.2227671775
2025-05-27,181384.51867773163
2025-05-28,180921.66564466857
2025-05-29,181567.28426228117
2025-05-30,181133.4282510463
2025-06-02,182899.74978137098
2025-06-03,182780.64633711983
2025-06-04,183712.69433853534
2025-06-05,183011.42789021047
2025-06-06,182456.89850158474
2025-06-09,182839.96442774756
2025-06-10,183380.8375263495
2025-06-11,183558.90601019014
2025-06-12,184674.8100918347
2025-06-13,184477.00606058072
2025-06-16,184060.90816447473
2025-06-17,183903.26765320892
2025-06-18,183637.59411939926
2025-06-20,183389.14304928706
2025-06-23,184099.90775789897
2025-06-24,184065.68966071308
2025-06-25,184394.80267681016
2025-06-26,185312.3108590528
2025-06-27,184511.72631943354
2025-06-30,186278.60206500228
2025-07-01,185768.92987673928
2025-07-02,186785.2513139615
2025-07-03,187406.6006707899
2025-07-07,186149.97073604015
2025-07-08,185568.2155804872
2025-07-09,186998.94449112777
2025-07-10,186946.9670009425
2025-07-11,186811.9461164793
2025-07-14,187000.9333122199
2025-07-15,186740.2936425892
2025-07-16,187192.17505431475
2025-07-17,188047.31680755393
2025-07-18,188078.74057141278
2025-07-21,189864.28545183124
2025-07-22,189882.9897505148
2025-07-23,189588.4699304185
2025-07-24,189474.72717659152
2025-07-25,189384.2428286353
2025-07-28,189305.4515537401
2025-07-29,189670.34007199729
2025-07-30,188726.1782537789
2025-07-31,188364.07037482373
2025-08-01,187212.10532383397
2025-08-04,189652.63176117002
2025-08-05,188925.41370799442
2025-08-06,190080.4096291804
2025-08-07,190886.9166328643
2025-08-08,191919.38724191888
2025-08-11,190710.82712280424
2025-08-12,192157.8239114709
2025-08-13,192610.8324264664
2025-08-14,191896.18874806003
2025-08-15,191040.70282470962
2025-08-18,190814.4825193124
2025-08-19,188753.3746128951
2025-08-20,188592.0467888875
2025-08-21,187701.42020704964
2025-08-22,190246.47808370227
2025-08-25,189690.20578134502
2025-08-26,190615.16432967
2025-08-27,190914.54875197524
2025-08-28,192325.6241656653
2025-08-29,191050.1560935538
2025-09-02,191096.30175612855
2025-09-03,192822.4663368054
2025-09-04,193844.30650861096
2025-09-05,195164.31961552618
2025-09-08,196881.18987844946
2025-09-09,196904.58927802532
2025-09-10,197359.0972242012
2025-09-11,198268.1359233104
2025-09-12,198817.3523664938
2025-09-15,200761.7199737739
2025-09-16,200849.11370170757
2025-09-17,199988.7565010429
2025-09-18,200578.96882810091
2025-09-19,202130.82932394498
2025-09-22,203977.91563953596
2025-09-23,203444.18214115608
2025-09-24,202253.85077641794
2025-09-25,201911.6859807613
2025-09-26,202822.68170343252
2025-09-29,204786.28485267772
2025-09-30,205618.32870862063
2025-10-01,206506.45860139886
2025-10-02,206964.73854909124
2025-10-03,206809.37979108174
2025-10-06,208783.12343398988
2025-10-07,208574.8050054715
2025-10-08,211253.8577962176
2025-10-09,209770.61614561485
2025-10-10,206105.59860522932
2025-10-13,210324.4218990896
2025-10-14,210395.44534792122
2025-10-15,212350.36225828668
2025-10-16,213923.97637825442
2025-10-17,212940.62420969643
2025-10-20,216996.168485456
2025-10-21,212359.85880583694
2025-10-22,211112.41287803458
2025-10-23,212156.36011733537
2025-10-24,213314.68739595427
2025-10-27,214084.66933242592
2025-10-28,214961.04795866951
2025-10-29,214972.85199530073
2025-10-30,213392.1744519739
2025-10-31,213718.88123228188
2025-11-03,214454.37952542037
2025-11-04,210120.74468996003
2025-11-05,211280.2043862059
2025-11-06,208860.3440939918
2025-11-07,208527.15868474694
2025-11-10,212206.83037077013
2025-11-11,212332.1494409041
2025-11-12,213444.27033773827
2025-11-13,210676.74145754718
2025-11-14,209101.25855622865
2025-11-17,207913.66585245956
2025-11-18,207751.71249081622
2025-11-19,208044.16423226643
2025-11-20,207153.67749586204
2025-11-21,207489.73390274812
2025-11-24,209971.26061533822
2025-11-25,210437.03144186715
2025-11-26,211738.7889406303
2025-11-28,212917.61930517427
2025-12-01,212541.86577325274
2025-12-02,212738.59634617117
2025-12-03,212991.3940780976
2025-12-04,212476.18861004128
2025-12-05,212803.9737637273
2025-12-08,212167.21350948565
2025-12-09,212480.81594199015
2025-12-10,213236.0511531857
2025-12-11,213667.52945698175
2025-12-12,212106.0301669964
2025-12-15,211824.53047692502
2025-12-16,212194.4298295041
2025-12-17,211417.66912960674
2025-12-18,212472.17826480727
2025-12-19,213285.47437785787
2025-12-22,215114.76909739902
2025-12-23,216514.85754114686
2025-12-24,216672.18712512866
2025-12-26,217362.30141529767
2025-12-29,213947.08766348203
2025-12-30,213718.01126306804
2025-12-31,212302.0137234644
2026-01-02,212414.9569730175
2026-01-05,215017.0117132251
2026-01-06,216380.69204315654
2026-01-07,216014.4097266962
2026-01-08,215752.80515046703
2026-01-09,217296.90946260892
2026-01-12,218613.9013446304
2026-01-13,218446.52765925156
2026-01-14,218550.38795966597
2026-01-15,218428.73996237814
2026-01-16,217700.24254289712
2026-01-20,218262.0914864549
2026-01-21,220516.24854340462
2026-01-22,222575.5692510376
2026-01-23,223998.52442605194
2026-01-26,225662.92162273172
2026-01-27,228041.23150584614
2026-01-28,231079.20397691466
2026-01-29,230806.2281224425
2026-01-30,220773.9513761057
2026-02-02,218023.9466566529
2026-02-03,221546.12498052773
2026-02-04,220161.05021610926
2026-02-05,217596.1683464048
2026-02-06,220541.2885905678
2026-02-09,222615.92476382057
2026-02-10,222230.95634237377
2026-02-11,222910.6352019905
2026-02-12,220355.90680938424
2026-02-13,222648.26481290077
2026-02-17,220226.37100287317
2026-02-18,222168.59548573193
2026-02-19,222235.19950666607
2026-02-20,224179.68747566626
2026-02-23,225777.3728849075
2026-02-24,225316.55409218723
2026-02-25,225963.87799663132
2026-02-26,226034.1684573557
2026-02-27,227151.46631335875
2026-03-02,227715.04497397807
2026-03-03,223253.66907960043
2026-03-04,224499.07531820823
2026-03-05,223287.5602265111
2026-03-06,223359.51212185124
2026-03-09,223995.39222296193
2026-03-10,224379.57448719902
2026-03-11,223568.0459393419
2026-03-12,221105.88292287604
2026-03-13,219954.45717442333
2026-03-16,220398.69606896833
2026-03-17,220379.26528314708
2026-03-18,217559.03824022706
2026-03-19,214844.18241610823
2026-03-20,211842.3614474285
2026-03-23,210915.34030074917
2026-03-24,210704.4710928452
2026-03-25,212874.5061694309
2026-03-26,209970.9835026758
2026-03-27,211439.98770099308
2026-03-30,211821.1747760868
2026-03-31,214639.66905735567
2026-04-01,215867.7357105012
2026-04-02,214949.99953154492
2026-04-06,214721.71124226972
2026-04-07,215409.17050508718
2026-04-08,216531.7094360013
2026-04-09,217435.5843478721
2026-04-10,217334.9076115324
2026-04-13,217976.72561526176
2026-04-14,221233.652263983
2026-04-15,221537.86261914176
2026-04-16,221653.5687135282
2026-04-17,224515.42058310972
2026-04-20,223377.08265476336
2026-04-21,220473.0363038217
2026-04-22,224277.95330655883
2026-04-23,222572.10944766042
2026-04-24,226275.55516561618
2026-04-27,225651.67426602537
2026-04-28,222636.7605820494
2026-04-29,222793.28669669537
2026-04-30,225333.57159864396
2026-05-01,227127.28221901887
2026-05-04,225239.94808737317
2026-05-05,228182.31173735927
2026-05-06,233952.18579279506
2026-05-07,233636.973732292
2026-05-08,238372.71696531255
2026-05-11,238868.06350453143
2026-05-12,236644.6985902348
2026-05-13,238112.24145379406
2026-05-14,239087.42645440027
2026-05-15,233896.01478846645
2026-05-18,233198.08521886822
2026-05-19,230754.5957301088
2026-05-20,234998.1385055835
2026-05-21,235478.450964325
2026-05-22,235982.98826291075
